% Xfiducial, Yfiducial=(  9.14  86.36), ( 76.20  86.36), (143.26  86.36), (  9.14  50.80), (143.26  50.80), (  9.14  15.24), ( 76.20  15.24), (143.26  15.24) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control; 4=duplicate sample) 
1827,  81.28,  26.42,  1.02,  1.02, 0.000, 0.350, 0.100, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1828,  83.31,  26.42,  1.02,  1.02, 0.000, 0.300, 0.150, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1829,  85.34,  26.42,  1.02,  1.02, 0.000, 0.250, 0.200, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1830,  87.37,  26.42,  1.02,  1.02, 0.000, 0.200, 0.250, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1831,  89.40,  26.42,  1.02,  1.02, 0.000, 0.150, 0.300, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1832,  91.44,  26.42,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1833,  93.47,  26.42,  1.02,  1.02, 0.000, 0.100, 0.350, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1834,  95.50,  26.42,  1.02,  1.02, 0.000, 0.050, 0.400, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1835,  97.53,  26.42,  1.02,  1.02, 0.000, 0.000, 0.450, 0.550, 0.000, 0.000, 0.000, 0.000, 0 
1836,  99.56,  26.42,  1.02,  1.02, 0.400, 0.000, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1837, 101.60,  26.42,  1.02,  1.02, 0.350, 0.050, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1838, 103.63,  26.42,  1.02,  1.02, 0.350, 0.000, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1839, 105.66,  26.42,  1.02,  1.02, 0.300, 0.100, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1840, 107.69,  26.42,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1841, 109.72,  26.42,  1.02,  1.02, 0.300, 0.050, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1842, 111.76,  26.42,  1.02,  1.02, 0.300, 0.000, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1843, 113.79,  26.42,  1.02,  1.02, 0.250, 0.150, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1844, 115.82,  26.42,  1.02,  1.02, 0.250, 0.100, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1845, 117.85,  26.42,  1.02,  1.02, 0.250, 0.050, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1846, 119.88,  26.42,  1.02,  1.02, 0.250, 0.000, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1847, 121.92,  26.42,  1.02,  1.02, 0.200, 0.200, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1848, 123.95,  26.42,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1849, 125.98,  26.42,  1.02,  1.02, 0.200, 0.150, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1850, 128.01,  26.42,  1.02,  1.02, 0.200, 0.100, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1851, 130.04,  26.42,  1.02,  1.02, 0.200, 0.050, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1852, 132.08,  26.42,  1.02,  1.02, 0.200, 0.000, 0.200, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1853, 134.11,  26.42,  1.02,  1.02, 0.150, 0.250, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1854, 136.14,  26.42,  1.02,  1.02, 0.150, 0.200, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1855, 138.17,  26.42,  1.02,  1.02, 0.150, 0.150, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1856, 140.20,  26.42,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1857,  12.19,  24.38,  1.02,  1.02, 0.150, 0.100, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1858,  14.22,  24.38,  1.02,  1.02, 0.150, 0.050, 0.200, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1859,  16.25,  24.38,  1.02,  1.02, 0.150, 0.000, 0.250, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1860,  18.28,  24.38,  1.02,  1.02, 0.100, 0.300, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1861,  20.32,  24.38,  1.02,  1.02, 0.100, 0.250, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1862,  22.35,  24.38,  1.02,  1.02, 0.100, 0.200, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1863,  24.38,  24.38,  1.02,  1.02, 0.100, 0.150, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1864,  26.41,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1865,  28.44,  24.38,  1.02,  1.02, 0.100, 0.100, 0.200, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1866,  30.48,  24.38,  1.02,  1.02, 0.100, 0.050, 0.250, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1867,  32.51,  24.38,  1.02,  1.02, 0.100, 0.000, 0.300, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1868,  34.54,  24.38,  1.02,  1.02, 0.050, 0.350, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1869,  36.57,  24.38,  1.02,  1.02, 0.050, 0.300, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1870,  38.60,  24.38,  1.02,  1.02, 0.050, 0.250, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1871,  40.64,  24.38,  1.02,  1.02, 0.050, 0.200, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1872,  42.67,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1873,  44.70,  24.38,  1.02,  1.02, 0.050, 0.150, 0.200, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1874,  46.73,  24.38,  1.02,  1.02, 0.050, 0.100, 0.250, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1875,  48.76,  24.38,  1.02,  1.02, 0.050, 0.050, 0.300, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1876,  50.80,  24.38,  1.02,  1.02, 0.050, 0.000, 0.350, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1877,  52.83,  24.38,  1.02,  1.02, 0.000, 0.400, 0.000, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1878,  54.86,  24.38,  1.02,  1.02, 0.000, 0.350, 0.050, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1879,  56.89,  24.38,  1.02,  1.02, 0.000, 0.300, 0.100, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1880,  58.92,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1881,  60.96,  24.38,  1.02,  1.02, 0.000, 0.250, 0.150, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1882,  62.99,  24.38,  1.02,  1.02, 0.000, 0.200, 0.200, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1883,  65.02,  24.38,  1.02,  1.02, 0.000, 0.150, 0.250, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1884,  67.05,  24.38,  1.02,  1.02, 0.000, 0.100, 0.300, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1885,  69.08,  24.38,  1.02,  1.02, 0.000, 0.050, 0.350, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1886,  71.12,  24.38,  1.02,  1.02, 0.000, 0.000, 0.400, 0.600, 0.000, 0.000, 0.000, 0.000, 0 
1887,  73.15,  24.38,  1.02,  1.02, 0.350, 0.000, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1888,  75.18,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1889,  77.21,  24.38,  1.02,  1.02, 0.300, 0.050, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1890,  79.24,  24.38,  1.02,  1.02, 0.300, 0.000, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1891,  81.28,  24.38,  1.02,  1.02, 0.250, 0.100, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1892,  83.31,  24.38,  1.02,  1.02, 0.250, 0.050, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1893,  85.34,  24.38,  1.02,  1.02, 0.250, 0.000, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1894,  87.37,  24.38,  1.02,  1.02, 0.200, 0.150, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1895,  89.40,  24.38,  1.02,  1.02, 0.200, 0.100, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1896,  91.44,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
1897,  93.47,  24.38,  1.02,  1.02, 0.200, 0.050, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1898,  95.50,  24.38,  1.02,  1.02, 0.200, 0.000, 0.150, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1899,  97.53,  24.38,  1.02,  1.02, 0.150, 0.200, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1900,  99.56,  24.38,  1.02,  1.02, 0.150, 0.150, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1901, 101.60,  24.38,  1.02,  1.02, 0.150, 0.100, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1902, 103.63,  24.38,  1.02,  1.02, 0.150, 0.050, 0.150, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1903, 105.66,  24.38,  1.02,  1.02, 0.150, 0.000, 0.200, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1904, 107.69,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1905, 109.72,  24.38,  1.02,  1.02, 0.100, 0.250, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1906, 111.76,  24.38,  1.02,  1.02, 0.100, 0.200, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1907, 113.79,  24.38,  1.02,  1.02, 0.100, 0.150, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1908, 115.82,  24.38,  1.02,  1.02, 0.100, 0.100, 0.150, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1909, 117.85,  24.38,  1.02,  1.02, 0.100, 0.050, 0.200, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1910, 119.88,  24.38,  1.02,  1.02, 0.100, 0.000, 0.250, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1911, 121.92,  24.38,  1.02,  1.02, 0.050, 0.300, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1912, 123.95,  24.38,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1913, 125.98,  24.38,  1.02,  1.02, 0.050, 0.250, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1914, 128.01,  24.38,  1.02,  1.02, 0.050, 0.200, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1915, 130.04,  24.38,  1.02,  1.02, 0.050, 0.150, 0.150, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1916, 132.08,  24.38,  1.02,  1.02, 0.050, 0.100, 0.200, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1917, 134.11,  24.38,  1.02,  1.02, 0.050, 0.050, 0.250, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1918, 136.14,  24.38,  1.02,  1.02, 0.050, 0.000, 0.300, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1919, 138.17,  24.38,  1.02,  1.02, 0.000, 0.350, 0.000, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1920, 140.20,  24.38,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1921,  12.19,  22.35,  1.02,  1.02, 0.000, 0.300, 0.050, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1922,  14.22,  22.35,  1.02,  1.02, 0.000, 0.250, 0.100, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1923,  16.25,  22.35,  1.02,  1.02, 0.000, 0.200, 0.150, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1924,  18.28,  22.35,  1.02,  1.02, 0.000, 0.150, 0.200, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1925,  20.32,  22.35,  1.02,  1.02, 0.000, 0.100, 0.250, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1926,  22.35,  22.35,  1.02,  1.02, 0.000, 0.050, 0.300, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1927,  24.38,  22.35,  1.02,  1.02, 0.000, 0.000, 0.350, 0.650, 0.000, 0.000, 0.000, 0.000, 0 
1928,  26.41,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1929,  28.44,  22.35,  1.02,  1.02, 0.300, 0.000, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1930,  30.48,  22.35,  1.02,  1.02, 0.250, 0.050, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1931,  32.51,  22.35,  1.02,  1.02, 0.250, 0.000, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1932,  34.54,  22.35,  1.02,  1.02, 0.200, 0.100, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1933,  36.57,  22.35,  1.02,  1.02, 0.200, 0.050, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1934,  38.60,  22.35,  1.02,  1.02, 0.200, 0.000, 0.100, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1935,  40.64,  22.35,  1.02,  1.02, 0.150, 0.150, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1936,  42.67,  22.35,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1937,  44.70,  22.35,  1.02,  1.02, 0.150, 0.100, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1938,  46.73,  22.35,  1.02,  1.02, 0.150, 0.050, 0.100, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1939,  48.76,  22.35,  1.02,  1.02, 0.150, 0.000, 0.150, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1940,  50.80,  22.35,  1.02,  1.02, 0.100, 0.200, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1941,  52.83,  22.35,  1.02,  1.02, 0.100, 0.150, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1942,  54.86,  22.35,  1.02,  1.02, 0.100, 0.100, 0.100, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1943,  56.89,  22.35,  1.02,  1.02, 0.100, 0.050, 0.150, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1944,  58.92,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1945,  60.96,  22.35,  1.02,  1.02, 0.100, 0.000, 0.200, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1946,  62.99,  22.35,  1.02,  1.02, 0.050, 0.250, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1947,  65.02,  22.35,  1.02,  1.02, 0.050, 0.200, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1948,  67.05,  22.35,  1.02,  1.02, 0.050, 0.150, 0.100, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1949,  69.08,  22.35,  1.02,  1.02, 0.050, 0.100, 0.150, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1950,  71.12,  22.35,  1.02,  1.02, 0.050, 0.050, 0.200, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1951,  73.15,  22.35,  1.02,  1.02, 0.050, 0.000, 0.250, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1952,  75.18,  22.35,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
1953,  77.21,  22.35,  1.02,  1.02, 0.000, 0.300, 0.000, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1954,  79.24,  22.35,  1.02,  1.02, 0.000, 0.250, 0.050, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1955,  81.28,  22.35,  1.02,  1.02, 0.000, 0.200, 0.100, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1956,  83.31,  22.35,  1.02,  1.02, 0.000, 0.150, 0.150, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1957,  85.34,  22.35,  1.02,  1.02, 0.000, 0.100, 0.200, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1958,  87.37,  22.35,  1.02,  1.02, 0.000, 0.050, 0.250, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1959,  89.40,  22.35,  1.02,  1.02, 0.000, 0.000, 0.300, 0.700, 0.000, 0.000, 0.000, 0.000, 0 
1960,  91.44,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1961,  93.47,  22.35,  1.02,  1.02, 0.250, 0.000, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1962,  95.50,  22.35,  1.02,  1.02, 0.200, 0.050, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1963,  97.53,  22.35,  1.02,  1.02, 0.200, 0.000, 0.050, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1964,  99.56,  22.35,  1.02,  1.02, 0.150, 0.100, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1965, 101.60,  22.35,  1.02,  1.02, 0.150, 0.050, 0.050, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1966, 103.63,  22.35,  1.02,  1.02, 0.150, 0.000, 0.100, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1967, 105.66,  22.35,  1.02,  1.02, 0.100, 0.150, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1968, 107.69,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
1969, 109.72,  22.35,  1.02,  1.02, 0.100, 0.100, 0.050, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1970, 111.76,  22.35,  1.02,  1.02, 0.100, 0.050, 0.100, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1971, 113.79,  22.35,  1.02,  1.02, 0.100, 0.000, 0.150, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1972, 115.82,  22.35,  1.02,  1.02, 0.050, 0.200, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1973, 117.85,  22.35,  1.02,  1.02, 0.050, 0.150, 0.050, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1974, 119.88,  22.35,  1.02,  1.02, 0.050, 0.100, 0.100, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1975, 121.92,  22.35,  1.02,  1.02, 0.050, 0.050, 0.150, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1976, 123.95,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
1977, 125.98,  22.35,  1.02,  1.02, 0.050, 0.000, 0.200, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1978, 128.01,  22.35,  1.02,  1.02, 0.000, 0.250, 0.000, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1979, 130.04,  22.35,  1.02,  1.02, 0.000, 0.200, 0.050, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1980, 132.08,  22.35,  1.02,  1.02, 0.000, 0.150, 0.100, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1981, 134.11,  22.35,  1.02,  1.02, 0.000, 0.100, 0.150, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1982, 136.14,  22.35,  1.02,  1.02, 0.000, 0.050, 0.200, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1983, 138.17,  22.35,  1.02,  1.02, 0.000, 0.000, 0.250, 0.750, 0.000, 0.000, 0.000, 0.000, 0 
1984, 140.20,  22.35,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
1985,  12.19,  20.32,  1.02,  1.02, 0.200, 0.000, 0.000, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1986,  14.22,  20.32,  1.02,  1.02, 0.150, 0.050, 0.000, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1987,  16.25,  20.32,  1.02,  1.02, 0.150, 0.000, 0.050, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1988,  18.28,  20.32,  1.02,  1.02, 0.100, 0.100, 0.000, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1989,  20.32,  20.32,  1.02,  1.02, 0.100, 0.050, 0.050, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1990,  22.35,  20.32,  1.02,  1.02, 0.100, 0.000, 0.100, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1991,  24.38,  20.32,  1.02,  1.02, 0.050, 0.150, 0.000, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1992,  26.41,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
1993,  28.44,  20.32,  1.02,  1.02, 0.050, 0.100, 0.050, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1994,  30.48,  20.32,  1.02,  1.02, 0.050, 0.050, 0.100, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1995,  32.51,  20.32,  1.02,  1.02, 0.050, 0.000, 0.150, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1996,  34.54,  20.32,  1.02,  1.02, 0.000, 0.200, 0.000, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1997,  36.57,  20.32,  1.02,  1.02, 0.000, 0.150, 0.050, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1998,  38.60,  20.32,  1.02,  1.02, 0.000, 0.100, 0.100, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
1999,  40.64,  20.32,  1.02,  1.02, 0.000, 0.050, 0.150, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
2000,  42.67,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
2001,  44.70,  20.32,  1.02,  1.02, 0.000, 0.000, 0.200, 0.800, 0.000, 0.000, 0.000, 0.000, 0 
2002,  46.73,  20.32,  1.02,  1.02, 0.150, 0.000, 0.000, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2003,  48.76,  20.32,  1.02,  1.02, 0.100, 0.050, 0.000, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2004,  50.80,  20.32,  1.02,  1.02, 0.100, 0.000, 0.050, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2005,  52.83,  20.32,  1.02,  1.02, 0.050, 0.100, 0.000, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2006,  54.86,  20.32,  1.02,  1.02, 0.050, 0.050, 0.050, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2007,  56.89,  20.32,  1.02,  1.02, 0.050, 0.000, 0.100, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2008,  58.92,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
2009,  60.96,  20.32,  1.02,  1.02, 0.000, 0.150, 0.000, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2010,  62.99,  20.32,  1.02,  1.02, 0.000, 0.100, 0.050, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2011,  65.02,  20.32,  1.02,  1.02, 0.000, 0.050, 0.100, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2012,  67.05,  20.32,  1.02,  1.02, 0.000, 0.000, 0.150, 0.850, 0.000, 0.000, 0.000, 0.000, 0 
2013,  69.08,  20.32,  1.02,  1.02, 0.100, 0.000, 0.000, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2014,  71.12,  20.32,  1.02,  1.02, 0.050, 0.050, 0.000, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2015,  73.15,  20.32,  1.02,  1.02, 0.050, 0.000, 0.050, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2016,  75.18,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
2017,  77.21,  20.32,  1.02,  1.02, 0.000, 0.100, 0.000, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2018,  79.24,  20.32,  1.02,  1.02, 0.000, 0.050, 0.050, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2019,  81.28,  20.32,  1.02,  1.02, 0.000, 0.000, 0.100, 0.900, 0.000, 0.000, 0.000, 0.000, 0 
2020,  83.31,  20.32,  1.02,  1.02, 0.050, 0.000, 0.000, 0.950, 0.000, 0.000, 0.000, 0.000, 0 
2021,  85.34,  20.32,  1.02,  1.02, 0.000, 0.050, 0.000, 0.950, 0.000, 0.000, 0.000, 0.000, 0 
2022,  87.37,  20.32,  1.02,  1.02, 0.000, 0.000, 0.050, 0.950, 0.000, 0.000, 0.000, 0.000, 0 
2023,  89.40,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0 
2024,  91.44,  20.32,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
2025,  93.47,  20.32,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2026,  95.50,  20.32,  1.02,  1.02, 0.200, 0.800, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2027,  97.53,  20.32,  1.02,  1.02, 0.400, 0.600, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2028,  99.56,  20.32,  1.02,  1.02, 0.600, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2029, 101.60,  20.32,  1.02,  1.02, 0.800, 0.200, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2030, 103.63,  20.32,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 4 
2031, 105.66,  20.32,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
